forskrift til tvisteloven|tvistelovforskriften	forskrift/2007-12-21-1605
forskrift til utfylling og gjennomføring mv av regnskapsloven|forskrift til regnskapsloven|regnskapsforskriften	forskrift/2006-09-07-1062
forskrift til utfylling og gjennomføring mv av skattebetalingsloven|skattebetalingsforskriften	forskrift/2007-12-21-1766
forskrift til utfylling og gjennomføring mv av skatteloven|skattedirektoratets skatteforskrift|skatteforskriften|fssd	forskrift/1999-11-22-1160
forskrift til varemerkeloven|varemerkeforskriften	forskrift/2010-06-25-937
forskrift til verdipapirfondloven	forskrift/2011-12-21-1467
forskrift til verdipapirhandelloven|verdipapirforskriften|vphf	forskrift/2007-06-29-876
forskrift til åndsverksloven|forskrift til åndsverkloven|åndsverksforskriften|åndsverkforskriften	forskrift/2001-12-21-1563
forskrifter til gjennomføring av haag-konvensjonen	forskrift/1978-06-02-7
forsynings- og beredskapstiltaksloven|beredskapstiltaksloven	lov/1956-12-14-7
forurensningsloven|forurensingsloven|forureiningslova|forurl|fl	lov/1981-03-13-6
forvaltningslovens ikrafttredelseslov|forvaltningslov ikrafttredelseslov|forvaltningslovens ikrl	lov/1969-06-19-54
forvaltningsloven|forvaltingsloven|fvl	lov/1967-02-10
forvaringsforskriften	forskrift/2004-03-05-481
framhaldsskuleloven	lov/1946-11-08-1
friluftsloven|frill|fril	lov/1957-06-28-16
fråhaldsforskrifta	forskrift/2006-10-16-1160
genteknologiloven|gentl	lov/1993-04-02-38
gjeldsordningsloven|gol	lov/1992-07-17-99
gjenreisningsloven	lov/1946-07-19-21
grannegjerdelova|gjerdeloven	lov/1961-05-05
granneloven|grannelova|naboloven|naboloven|nabol	lov/1961-06-16-15
grunnloven|grundloven|grdl|grl	lov/1814-05-17
gymnasloven	lov/1964-06-12-2
haandverkslova 	lov/1913-07-25-11
handyrloven	lov/1919-07-04-1
heimevernsloven|heimevernloven	lov/1953-07-17-28
helse- og sosialberedskapsloven|sosialberedskapsloven|helseberedskapsloven|hlsberedskl	lov/2000-06-23-56
hermetikkavgiftsloven	lov/1984-06-08-52
husrekvireringsloven|husrekvisisjonsloven	lov/1946-07-19-20
industrikonsesjonsloven|koncessionsloven	lov/1917-12-14-16
inkassoloven|inkassol|il	lov/1988-05-13-26
instruks for føring av fangstdagbok	forskrift/2005-03-01-1832
instruks for politiets sikkerhetstjeneste|pst-instruksen	forskrift/2005-08-19-920
instruks for stortingets ombudsmann for forvaltningen	forskrift/1980-02-19-9862
instruks om forsvarets bistand til politiet	forskrift/2003-02-28-220
isbjørnfangstloven	lov/1957-03-22-4
jernbaneansvarsloven|jernbaneansvarslova|jernbaneansvarloven|jernbaneansvarlova	lov/1977-06-10-73
jernbaneloven	lov/1993-06-11-100
jernbanepassasjerrettighetsforskriften	forskrift/2010-09-03-1241
jordkonsesjonsloven	lov/1920-12-10-3
jordskifteloven|jskl	lov/2013-06-21-100|lov/1979-12-21-77
kjøretøyforskriften	forskrift/1994-10-04-918
kommissionsloven|kommisjonsloven	lov/1916-06-30-1
kommunehelsetjenesteloven|kommunehelseloven|khtl|khl	lov/1982-11-19-66
konfliktrådsloven|konfliktrådloven	lov/2014-06-20-49|lov/1991-03-15-3
konkurslovgivningens ikrafttredelseslov|konkurslovens ikrafttredelseslov|konkurslov ikrafttredelseslov|konkurslovgivningens ikrl	lov/1984-06-08-60
kontrollforskriften	forskrift/2008-12-22-1621
konvensjon om arv og dødsboskifte	lov/1934-11-19
konvensjon om dommer	lov/1932-03-16
konvensjon om forelding i internasjonale|lov om foreldelse av fordringer|konvensjon om forelding av kjøp|foreldingskonvensjon|new york-konvensjon|new york konvensjon|foreldelsesloven|foreldingslova|fel	lov/1979-05-18-18
konvensjon om forkynnelse i utlandet	lov/1965-11-15
konvensjon om konkurs|konkurskonvensjonen	lov/1933-11-07
konvensjon om kvinnediskriminering|barnekonvensjon|den europeiske menneskerettskonvensjon|fn-konvensjonen om sivile|fn-konvensjonen om økonomiske|menneskerettsloven|menneskerettskonvensjonen|menneskerettighetsloven|menneskerettighetskonvensjon|lov om styrking av menneskerettighetene|kvinnekonvensjon|kvinnediskrimineringskonvensjon|konvensjon om økonomiske|konvensjon om sivile|fn-konvensjon om sivile|konvensjon om barnets rettigheter|konvensjonen om økonomiske|konvensjonen om sivile|fn-konvensjon om økonomiske|kdkn|oskn|emkn|kdk|spn|osk|emk|bkn|sp|bk|mrl	lov/1999-05-21-30
konvensjon om sivilprosess	lov/1954-03-01
konvensjon om underholdsbidrag	lov/1962-03-23
kosmetikkforskriften	forskrift/1995-10-26-871
kraftf<03>orloven|kraftforloven	lov/1924-06-27-3
kretsmønsterloven	lov/1990-06-15-27
krigsskadeerstatningsloven	lov/1953-07-17-2
krigsskadeloven	lov/1946-07-19-19
krigsskadestønadsloven	lov/1954-11-26-3
kristendomslærelov for høyere skoler	lov/1971-12-17-106
kulturminneloven|kml	lov/1978-06-09-50
kunngjøring av grunnlovsbestemmelser om endringer av grunnloven ## 17, 49,	forskrift/2007-03-30-365
landkommuneloven	lov/1921-09-30-2
landsfolkeskoleloven	lov/1936-07-16-8
landslottloven	lov/1930-03-14
landssvikanordningen	lov/1944-12-15
legemiddelloven|legeml	lov/1992-12-04-132
ligningsloven|likningsloven|lignl	lov/1980-06-13-24
likbehandlingsloven	lov/1898-06-04
likestillingsloven|lstl	lov/1978-06-09-45
linjekonferanseloven	lov/1984-06-08-55
lostjenesteloven|losloven	lov/1989-06-16-59
lov ang assuranceforeninger	lov/1839-08-09-1
lov ang bruksrettigheter	lov/1857-05-23
lov ang huusmandsvæsenet	lov/1851-09-24-1
lov ang trygd mot arbeidsløyse	lov/1938-06-24-8
lov angaaende skreifiskerierne i lofoten|lofotloven	lov/1897-08-06-4
lov angående udredelse af de omkostninger, som politiopsynet	lov/1842-08-20-1
lov om 1 og 17 mai	lov/1947-04-26-1
lov om adgang til rekvisisjon av skip	lov/1952-12-19-2
lov om adgangen til visse områder	lov/1940-03-07-1
lov om aktiebanker|aktiebankloven	lov/1924-04-04-2
lov om akvakultur|akvakulturloven	lov/2005-06-17-79
lov om aldersgrenser for off tjenestemen|aldersgrenseloven	lov/1956-12-21-1
lov om alderstrygd	lov/1936-07-16-10
lov om alkoholvarer på svalbard	lov/1928-05-29-7
lov om allmennaksjeselskaper|allmennaksjeloven|almennaksjeloven|asal	lov/1997-06-13-45
lov om allmenngjøring av bestemmelser i tariffavtale	lov/1996-08-23-63
lov om allmenngjøring av tariffavtaler|allmenngjøringsloven|lov om tariffavtaler|almenngjøringsloven|tariffavtaleloven	lov/1993-06-04-58
lov om alternativ behandling av sykdom mv|alternativbehandlingsloven|albhl	lov/2003-06-27-64
lov om anke til trygderetten|trygderettsloven|ankeloven|trrl|trl	lov/1966-12-16-9
lov om anlegg av skytebaner m statsbidrag	lov/1897-08-03-10
lov om anstalter og hjem for epileptikere	lov/1949-07-28-4
lov om ansvarlige selskaper|selskapsloven|sel	lov/1985-06-21-83
lov om apotek|apotekloven|apotl	lov/2000-06-02-39
lov om arbeiderbeskyttelse|arbeiderbeskyttelsesloven|arbeidsbeskyttelsesloven|fabrikktilsynsloven	lov/1915-09-18
lov om arbeids- og velferdsforvaltningen|velferdsforvaltningsloven|nav-loven|navl	lov/2006-06-16-20
lov om arbeidsmarkedstjenester|arbeidsmarkedsloven|arml|arbml	lov/2004-12-10-76
lov om arbeidsmiljø, arbeidstid og stillingsvern mv|arbeidsmiljøloven|aml	lov/2005-06-17-62
lov om arbeidstvister	lov/2012-01-27-9
lov om arkiv|arkivloven|arkl	lov/1992-12-04-126
lov om arv|arveloven|arvelova|arvel|arvl|al	lov/1972-03-03-5
lov om atomenergivirksomhet|atomenergiloven	lov/1972-05-12-28
lov om autorisasjon av regnskapsførere|regnskapsførerloven	lov/1993-06-18-109
lov om avgift av kull mv fra svalbard	lov/1925-07-17-2
lov om avgift for utøvende kunstnere	lov/1956-12-14-4
lov om avgift på byggevirksomhet mm	lov/1952-06-28-3
lov om avgift på forestillinger mv	lov/1966-06-10-3
lov om avgift på utslipp av co2|co2-loven	lov/1990-12-21-72
lov om avgift til det norske komponistfond	lov/1965-04-09-1
lov om avgifter vedørerende motorkjøretøyer|motorvognavgiftsloven|båtavgiftsloven|mbal|mal	lov/1959-06-19-2
lov om avgrensing i retten til beite	lov/1970-03-06-5
lov om avhending av fast eigedom|avhendelsesloven|avhendingslova|avhendl|avh.l|avhl	lov/1992-07-03-93
lov om avlivning av husdyr	lov/1929-06-21-7
lov om avtalar med forbrukar om oppføring av ny bustad|bustadsoppføringsloven|bustadsoppføringslova|bustadoppføringsloven|boligoppføringsloven|bustadoppføringslova	lov/1997-06-13-43
lov om avtale mellom norge og kina	lov/1985-05-03-24
lov om avtalefestet pensjon for apoteketaten	lov/1994-07-01-49
lov om avtalefestet pensjon for medlemmer av statens pensjonskasse	lov/2010-06-25-28
lov om barn i ekteskap|ektebarnsloven|ektebarnloven|ektebornloven	lov/1915-04-10-6
lov om barn utanom ekteskap|uektebornloven|uektebarnloven	lov/1915-04-10-3
lov om barnehager|barnehageloven	lov/2005-06-17-64
lov om barneombud|barneombudsloven	lov/1981-03-06-5
lov om barnetrygd|barnetrygdloven	lov/2002-03-08-4
lov om barnevernstjenester|lov om barneverntjenester|barneverntjenesteloven|lov om barnevern|barnevernsloven|barnevernloven|bvtjl|bvl	lov/1992-07-17-100
lov om behandling av etikk og redelighet i forskning|forskningsetikkloven	lov/2006-06-30-56
lov om behandling av helseopplysninger ved ytelse av helsehjelp|pasientjournalloven	lov/2014-06-20-42
lov om behandling av opplysninger i politiet og påtalemyndigheten|politiregisterloven	lov/2010-05-28-16
lov om beredskapslagring av petroleumsprodukt	lov/2006-08-18-61
lov om beskatning av bankinnskudd	lov/1936-01-24
lov om beskyttelse av design|designloven	lov/2003-03-14-15
lov om beskyttelse av varemerker|varemerkeloven	lov/2010-03-26-8
lov om betaling og innkreving av skatte- og avgiftskrav|lov om betaling og innkreving av skatt|skattebetalingsloven|skattebetl|sktbl	lov/2005-06-17-67
lov om betalingssystem|betalingssystemloven	lov/1999-12-17-95
lov om betinget skattefritakelse	lov/1947-02-21-5
lov om bidragsforskudd|lov om bidragsforskott|forskotteringsloven|forskutteringsloven	lov/1989-02-17-2
lov om biobanker|biobankloven	lov/2003-02-21-12
lov om boikott|boikottloven	lov/1947-12-05-1
lov om bokføring|bokføringsloven|bokfl	lov/2004-11-19-73
lov om boligforholdene|boligloven	lov/1918-07-12-1
lov om born i ekteskap|biel	lov/1956-12-21-9
lov om born utanom ekteskap|buel	lov/1956-12-21-10
lov om bouvet, peter i's øy og dr maud l	lov/1930-02-27-3
lov om brann- og eksplosjonsvern|eksplosjonsvernloven|eksplosjonvernloven|brannvernloven|brannloven|brannl	lov/2002-06-14-20
lov om brannfarlige varer|brannfarlighetsloven|brannfarligvareloven	lov/1971-05-21-47
lov om brannvesenet	lov/1908-08-15-4
lov om brudvigjing i utlandet	lov/1955-06-30-20
lov om bruksrettigheter	lov/1874-05-23
lov om brukthandel|brukthandellova	lov/1999-12-22-105
lov om burettslag|borettslagsloven|burettslagslova|burettslova	lov/2003-06-06-39
lov om bustadbyggjelag|lov om boligbyggelag|bustadbyggjelagslova|boligbyggelagsloven	lov/2003-06-06-38
lov om bygging og drift av elektriske anlegg	lov/1969-06-19-65
lov om bygningsvæsenet i kristiania	lov/1875-06-05
lov om cancelliplacat	lov/1795-04-10
lov om den norske kirke|kirkeloven	lov/1996-06-07-31
lov om deponering i gjeldshøve|deponeringsloven	lov/1939-02-17-2
lov om diskriminering i internasj skipsfart	lov/1967-07-07-1
lov om dokumentavgift|dokumentavgiftsloven|dal	lov/1975-12-12-59
lov om domstolene|domstolsloven|domstolloven|dstlsl|dstll|dstl|dl	lov/1915-08-13-5
lov om driftskreditt for jordbruket	lov/1946-07-19-2
lov om dyrevelferd|dyrevelferdsloven	lov/2009-06-19-97
lov om e-pengeforetak|e-pengeforetaksloven|e-pengeloven	lov/2002-12-13-74
lov om eiendomsmegling|eiendomsmeglingsloven|eiendomsmeglerloven|emgll	lov/2007-06-29-73
lov om eierseksjoner|eierseksjonsloven|eigarseksjonslova	lov/1997-05-23-31
lov om eigedomsregistrering|lov om eiendomsregistrering|eiendomsregistreringsloven|eigedomsregistreringsloven|eigedomsregistreringslova|matrikkelloven|matrikkellova	lov/2005-06-17-101
lov om eksplosive varer|eksplosivloven	lov/1974-06-14-39
lov om eksportavgift på fiskevarer	lov/2000-07-07-68
lov om ekspropriasjon og byggeforbud	lov/1946-07-19-17
lov om ekteskapslovendringer	lov/1937-06-25-13
lov om ekteskap|ekteskapsloven|el	lov/1991-07-04-47
lov om elektronisk kommunikasjon|ekomloven	lov/2003-07-04-83
lov om elektronisk signatur|e-signaturloven|esignaturloven|signaturloven	lov/2001-06-15-81
lov om elsertifikater|elsertifikatloven	lov/2011-06-24-39
lov om endr i banklovgivningen mm	lov/1983-04-15-19
lov om endring i yrkesskadetrygdloven	lov/1973-06-08-52
lov om endringer i rettergangslovgivning	lov/1986-06-27-48
lov om endringer i yrkesskadetrygdloven	lov/1963-04-26-3
lov om endringer ved gudstjenesten mm	lov/1913-07-25-1
lov om endringskonvensjon om konnossement	lov/1983-05-27-28
lov om enerett til firma og andre forretningskjennetegn|foretaksnavneloven|foretaksnavnloven|firmaloven|firmal	lov/1985-06-21-79
lov om enkje- og morstrygd	lov/1964-06-20-1
lov om erstatning for rekvirerte skip	lov/1946-07-19-15
lov om erstatning ved pasientskader mv|pasientskadeerstatningsloven|pasientskadeloven|passkl	lov/2001-06-15-53
lov om erverv og utvinning av mineralressurser|mineralloven|mineralloven	lov/2009-06-19-101
lov om etablering av leiligheter	lov/1976-05-28-36
lov om etablering og gjennomføring av psykisk helsevern|lov om psykisk helsevern|psykisk helsevernloven|helsevernloven|phvl	lov/1999-07-02-62
lov om etterretningstjenesten|etterretningsloven	lov/1998-03-20-11
lov om europeisk meldeplikt for tekniske regler|eøs-høringsloven	lov/2004-12-17-101
lov om europeiske samvirkeforetak|sce-loven	lov/2006-06-30-50
lov om europeiske selskaper ved gjennomføring av eøs-avtalen|se-loven	lov/2005-04-01-14
lov om fagskoleutdanning|fagskoleloven	lov/2003-06-20-56
lov om familievernkontorer|familievernkontorloven	lov/1997-06-19-62
lov om fangst av bardehval	lov/1935-06-14-4
lov om fastsetjing og endring av kommune- og fylkesgrenser|inndelingslova*	lov/2001-06-15-70
lov om felles regler for det indre marked for naturgass|naturgassloven	lov/2002-06-28-61
lov om ferie for fiskere	lov/1972-06-16-43
lov om finansavtaler og finansoppdrag|finansavtaleloven	lov/1999-06-25-46
lov om finansiell sikkerhetsstillelse	lov/2004-03-26-17
lov om fiske med sprengstoff	lov/1935-03-29
lov om fiskerett i tanavassdraget	lov/1888-06-23-1
lov om flagging på kommunale bygninger	lov/1933-06-29-2
lov om folkehelsearbeid|folkehelseloven|fhl	lov/2011-06-24-29
lov om folkehøyskoler|folkehøgskoleloven|folkehøyskoleloven	lov/2002-12-06-72
lov om folkeregistrering|folkeregistreringsloven|folkeregisterloven|folkeregl	lov/1970-01-16-1
lov om folkeskolen for kjøbstæderne	lov/1889-06-26-2
lov om folkeskolen paa landet	lov/1889-06-26-1
lov om folketannrøkt	lov/1949-07-28-10
lov om folketrygdfondet	lov/2007-06-29-44
lov om folketrygd|folketrygdeloven|folketrygdloven|ftrl|ftl	lov/1997-02-28-19
lov om forandring av rikets inddelingsna	lov/1918-08-14-1
lov om forbod mot samkvem med fienden	lov/1950-12-15-3
lov om forbrukerkjøp|forbrukerkjøpsloven|forbrkjl	lov/2002-06-21-34
lov om forbud mot at utlendinger driver fiske|fiskeriforbudsloven|fiskerigrenseloven	lov/1966-06-17-19
lov om forbud mot diskriminering på grunn av etnisitet, religion|konvensjon om rasediskriminering|rasediskrimineringskonvensjon|rasediskrimineringsloven|diskrimineringsloven|dsketnl	lov/2005-06-03-33
lov om forbud mot diskriminering på grunn av nedsatt funksjonsevne|diskriminerings- og tilgjengelighetsloven|funksjonsevnediskrimineringsloven|tilgjengelighetsloven|tilgjengelighetsloven	lov/2008-06-20-42
lov om forbud mot fallskjermhopping	lov/1987-06-12-57
lov om forbud mot forsendelse av brændevin	lov/1917-05-25-1
lov om forbud mot frakt av våpen mm	lov/1937-04-16
lov om forbud mot prispåslag ved videresalg av billetter	lov/2007-06-29-86
lov om forbud mot profesjonell boksing	lov/1981-06-12-68
lov om fordringshavernes dekningsrett|dekningsrettsloven|dekningsloven|deknl|dknl	lov/1984-06-08-59
lov om forebyggende sikkerhetstjeneste|sikkerhetsloven	lov/1998-03-20-10
lov om foretakspensjon|foretakspensjonsloven	lov/2000-03-24-16
lov om forfatter- og kunstnerret	lov/1893-07-04
lov om forkjøpsrett til fiskeprodukter	lov/1956-03-23-1
lov om formidling av landsdekkende postsendinger|postloven	lov/1996-11-29-73
lov om fornybar energiproduksjon til havs|havenergilova	lov/2010-06-04-21
lov om forsikringsavtaler|forsikringsavtaleloven|fal	lov/1989-06-16-69
lov om forsikringsformidling|forsikringsformidlingsloven	lov/2005-06-10-41
lov om forsikringsselskaper, pensjonsforetak|forsikringsvirksomhetsloven	lov/2005-06-10-44
lov om forskningsavgift i landbruket	lov/1970-06-26-74
lov om forsorg for barn	lov/1915-04-10-2
lov om forsorgsvesenet|fattigloven	lov/1900-05-19-1
lov om forsvarshemmeligheter|forsvarshemmelighetsloven	lov/1914-08-18-3
lov om forsvunne personer	lov/1961-03-23-1
lov om forsøk i offentlig forvaltning|forsøksloven	lov/1992-06-26-87
lov om forsømte barn	lov/1896-06-06
lov om forsørgerstønad til skilte	lov/1971-12-17-119
lov om forsørgertrygd for barn	lov/1957-04-26-3
lov om forvaltning av naturens mangfold|naturmangfoldloven	lov/2009-06-19-100
lov om forvaltning av viltlevande marine ressursar|havressursloven|havressurslova	lov/2008-06-06-37
lov om fredning af lax og søørret m.v	lov/1891-06-20-2
lov om fredning av ferskfisk|lov om ørretfiske i mjøsa	lov/1933-06-02-2
lov om fremmede konsulers rettsstilling	lov/1932-06-17-2
lov om fri bevegelighet for arbeidstakere	lov/1992-11-27-112
lov om fri rettshjelp|rettshjelpsloven|rettshjelploven	lov/1980-06-13-35
lov om fristar og betalingsutsetjing	lov/1964-12-04-1
lov om fritaking for militærtjeneste|siviltjenesteloven|militærnekterloven|fritakingsloven|fritaksloven	lov/1965-03-19-3
lov om fritids- og småbåter|fritids- og småbåtloven|fritidsbåtloven|småbåtloven	lov/1998-06-26-47
lov om frittståande skolar|privatskolelova|friskolelova	lov/2003-07-04-84
lov om fullbyrding av nordiske straffedommer	lov/1963-11-15
lov om fylkeskommuners oppgaver i folkehelsearbeidet	lov/2009-06-19-65
lov om garantistillelse fra statoil asa	lov/2001-05-18-22
lov om geistlige lønninger|lønningslov	lov/1897-07-14-1
lov om gjeldsbrev|gjeldsbrevloven|gbl	lov/1939-02-17-1
lov om gjeldsordning for jordbrukere	lov/1934-06-29-12
lov om gjennomføring av europarådsavtale 1995-01-31	lov/1997-06-13-47
lov om gjennomføring av eøs-avtalen|eøs-gjennomføringslov|gjennomføringslov|eøs-loven|eøsl	lov/1992-11-27-109
lov om gjennomføring av nordiske konvensjoner	lov/1969-12-19-75
lov om gjennomføring av straff|straffegjennomføringsloven|strgjfl	lov/2001-05-18-21
lov om gjennomføring i norsk rett av den internasjonale straffedomstols vedtekter 17 juli 1998|lov om gjennomføring i norsk rett av roma-vedtektene	lov/2001-06-15-65
lov om gjennomføring og kontroll av eøs-avtalens konkurranseregler|eøs-konkurranseloven	lov/2004-03-05-11
lov om godkjenning av bilverksteder	lov/1947-10-17-2
lov om godkjenning av utenlandsk eksamen	lov/1949-07-08-4
lov om godtgjørelse for stortingsrepresentanter	lov/2011-12-16-61
lov om godtgjørelse til stortingsrepr	lov/1954-06-30-11
lov om godtroerverv av løsøre|godtroervervsloven|ekstinksjonsloven|godtroervervloven	lov/1978-06-02-37
lov om granskningskommisjon for gardermoen	lov/2000-06-16-42
lov om grunnfondsbevis i sparebanker	lov/1987-06-12-40
lov om handelsnæring	lov/1929-06-21-5
lov om handheving av det frie varebyttet innan eøs	lov/2005-03-04-12
lov om handverkarars rett til uhenta ting	lov/1953-05-29-1
lov om havner og farvann|farvannsloven|havneloven	lov/2009-04-17-19
lov om heleide dattersamvirkeforetak	lov/2003-12-12-109
lov om helligdager og helligdagsfred|helligdagsfredloven	lov/1995-02-24-12
lov om helseforetak|helseforetaksloven|hftl	lov/2001-06-15-93
lov om helsepersonell|helsepersonelloven|helsepersonell|hpl	lov/1999-07-02-64
lov om helseregistre og behandling av helseopplysninger|helseregisterloven|hregl	lov/2014-06-20-43|lov/2001-05-18-24
lov om helsesøstertjeneste	lov/1957-06-28-7
lov om hendelege eigedomshøve|hendelege eigedomshøveloven	lov/1969-04-10-17
lov om hevd|hevdsloven|hevdloven|hevdslova	lov/1966-12-09-1
lov om hittegods|hittegodsloven	lov/1953-05-29-3
lov om hjem som mottar åndssvake til pleie, vern og opplæring	lov/1949-07-28-5
lov om humanmedisinsk bruk av bioteknologi|lov om bioteknologi|bioteknologiloven|biotl	lov/2003-12-05-100
lov om hundehold|hundeloven	lov/2003-07-04-74
lov om husbanken|husbankloven|husbl	lov/2009-05-29-30
lov om husdyravl|husdyravlsloven	lov/1992-12-04-130
lov om husleieavtaler|husleieloven/husll|husleieloven|husll|husl	lov/1999-03-26-17
lov om hvalfangst	lov/1924-02-01
lov om håndverkertjenester|håndverkertjenesteloven|håndverkstjenesteloven|håndverktjenesteloven|hvtjl|htl	lov/1989-06-16-63
lov om høyere almenskoler	lov/1935-05-10
lov om individuell pensjonsordning	lov/2008-06-27-62
lov om infrastruktur for geografisk informasjon|geodataloven	lov/2010-09-03-56
lov om innenlands transport i eøs-avtalen	lov/1995-05-26-25
lov om innførsel og omsetning av brennevin	lov/1924-08-01-4
lov om innførsle og utførsleregulering	lov/1997-06-06-32
lov om innkreving av underholdsbidrag mv|bidragsinnkrevingsloven|innkrevningslov|innkrevingslov	lov/2005-04-29-20
lov om innovasjon norge|innovasjonsloven	lov/2003-12-19-130
lov om innskuddspensjon|innskuddspensjonsloven	lov/2000-11-24-81
lov om inspeksjoner av styrker i europa	lov/1992-05-29-50
lov om interkommunale selskaper	lov/1999-01-29-6
lov om internasjonal jernbanetrafikk	lov/2004-12-10-82
lov om internasjonale investeringstvister|investeringstvistloven	lov/1967-06-08-3
lov om internasjonale organisasjoner mv	lov/1947-06-19-5
lov om internasjonale sikkerhetsretter i mobilt løsøre	lov/2010-11-12-58
lov om introduksjonsordning for nyankomne innvandrere|introduksjonsloven	lov/2003-07-04-80
lov om investeringsfond i utviklingsland|norfund-loven	lov/1997-05-09-26
lov om iverksetjing av internasjonale, ikkje-militære tiltak	lov/2001-04-27-14
lov om jan mayen|mayen-loven|janml	lov/1930-02-27-2
lov om jords fredning|jordfredningsloven	lov/1860-05-16-2
lov om jord|jordloven|jordlova	lov/1995-05-12-23
lov om kirkegårder, kremasjon og gravferd|kirkegårdsloven|gravferdsloven	lov/1996-06-07-32
lov om kjønnslemlestelser|kjønnslemlestelsesloven	lov/1995-12-15-74
lov om kjøp|kjøpsloven|kjl	lov/1988-05-13-27
lov om kommunal beredskapsplikt|sivilbeskyttelsesloven	lov/2010-06-25-45
lov om kommunal forkjøpsrett til leiegårder|forkjøpsrettsloven|leiegårdsloven|forkjøpsloven|leiegårdloven	lov/1977-04-29-34
lov om kommunal renholdsavgift	lov/1928-06-08-1
lov om kommunale fiskenemnder	lov/1948-06-25-13
lov om kommunale helse- og omsorgstjenester|helse- og omsorgstjenesteloven|omsorgstjenesteloven|hotjl	lov/2011-06-24-30
lov om kommunale krisesentertilbod|krisesenterlova	lov/2009-06-19-44
lov om kommunale og fylkeskommunale eldreråd|eldrerådsloven|eldrerådslova	lov/1991-11-08-76
lov om kommunale vass- og avløpsanlegg|vann- og avløpsanleggsloven|vass- og avløpsanleggslova	lov/2012-03-16-12
lov om kommunale vass- og kloakkavgifter|vass- og kloakkavgiftsloven|vann- og kloakkavgiftsloven|kloakkavgiftsloven|vannavgiftsloven	lov/1974-05-31-17
lov om kommuner og fylkeskommuner|kommuneloven|kl|koml	lov/1992-09-25-107
lov om kompensasjon av merverdiavgift for kommuner|kompensasjonsloven	lov/2003-12-12-108
lov om kongens myndighetsalder	lov/1921-05-13-2
lov om konkurranse mellom foretak|konkurranseloven|krrl	lov/2004-03-05-12
lov om konkurs|konkursloven|konkursl|kkl	lov/1984-06-08-58
lov om konsesjon ved erverv av fast eiendom|konsesjonsloven	lov/2003-11-28-98
lov om kontantstøtte|kontantstøtteloven	lov/1998-06-26-41
lov om kontroll av post- og teletjenester	lov/1915-06-24-5
lov om kontroll med eksport av strategiske varer, tjenester og teknologi m.v|eksportkontrolloven|våpeneksportloven	lov/1987-12-18-93
lov om kontroll med etterretnings-, overvåkings-|lov om kontroll med hemmelige tjenester|eos-kontrolloven|eos-kontrolloven	lov/1995-02-03-7
lov om kontroll med markedsføring|markedsføringsloven|markedsføringloven|mfl	lov/2009-01-09-2
lov om konvensjon norge/sverige om reinbeite	lov/1985-03-29-16
lov om konvensjon om kjemiske våpen	lov/1994-05-06-10
lov om konvensjon om reingjerder	lov/1983-03-11-9
lov om konvensjonen mot antipersonellminer	lov/1998-07-17-54
lov om kornforvaltning|kornforvaltningsloven	lov/2000-01-21-7
lov om kosmetikk og kroppspleieprodukt|kosmetikklova|kosmetikkloven|kosml	lov/2005-12-21-126
lov om krigsdeltagelse i fremmed land	lov/1937-03-19-1
lov om krigsforbryterdomstol, jugoslavia	lov/1994-06-24-38
lov om krigspensjon for militære|militærloven|kpml	lov/1946-12-13-21
lov om krigspensjon for sivile mv|sivilloven|kpsl	lov/1946-12-13-22
lov om kringkasting|kringkastingsloven	lov/1992-12-04-127
lov om kvalitetskontroll med landbruksvarer	lov/1932-06-17-6
lov om kvoteplikt og handel med kvoter for utslipp av klimagasser|klimakvoteloven	lov/2004-12-17-99
lov om kystvakten|kystvaktloven	lov/1997-06-13-42
lov om lakse- og innlandsfisk mv|innlandsfiskeloven|innlandsfiskloven|laksefiskeloven|lakseloven	lov/1992-05-15-47
lov om landets forsyninger	lov/1917-05-14-5
lov om leilendingsgods tilhørende stamhus	lov/1888-06-23-3
lov om likestillings- og diskrimineringsombudet|diskrimineringsombudsloven	lov/2005-06-10-40
lov om lotterier mv|lotteriloven|lottl	lov/1995-02-24-11
lov om lovvalg i forsikring|forsikringslovvalgslov|forsikringslovvalglov	lov/1992-11-27-111
lov om luftfart|luftfartsloven|luftfartsloven	lov/1993-06-11-101
lov om lønnsnemnd i arbeidstvister	lov/2012-01-27-10
lov om lønnsplikt under permittering|permitteringslønnsloven|permitteringsloven	lov/1988-05-06-22
lov om løysingsrettar|løsningsrettsloven|løysingsrettslova|løsningsloven|løysingslova|løysl|løl	lov/1994-12-09-64
lov om matproduksjon og mattrygghet|matloven|matl	lov/2003-12-19-124
lov om matrikkelrevisjonen|matrikkelrevisjonsloven	lov/1863-06-06-1
lov om medisinsk og helsefaglig forskning|helseforskningsloven|helseforskningloven	lov/2008-06-20-44
lov om medisinsk utstyr|medisinsk utstyrsloven|medutstyrl	lov/1995-01-12-6
lov om megling i konfliktråd	lov/1991-03-15-3
lov om konfliktrådsbehandling	lov/2014-06-20-49
lov om mekling og rettergang i sivile tvister|lugano-konvensjonen 2005|luganokonvensjonen 2005|tvisteloven|tvistel|tvl	lov/2005-06-17-90
lov om meldeplikt ved nedlegging av næringsverksemd	lov/2008-06-06-38
lov om mellomfolkelege lausøyrekjøp|lov om mellomfolkelig løsørekjøp	lov/1964-04-03-1
lov om menighetsråd|menighetsrådsloven	lov/1920-12-03-4
